normalized_url,platform_name,personas_compared,n_personas,disclosure_present_diff,visibility_diff,clicks_diff,placement_diff,price_diff,pricing_state_confidence_diff
https://example.com,,android_brooklyn_high_activity|desktop_nyc_city_hall_fresh|iphone_long_island_city_returning,3,False,False,False,False,False,False
